"Plot Title: 20171008_treatment_partition"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20231555, SEN S/N: 20231555)","RH, % (LGR S/N: 20231555, SEN S/N: 20231555)","Started (LGR S/N: 20231555)","Button Up (LGR S/N: 20231555)","Host Connected (LGR S/N: 20231555)","End Of File (LGR S/N: 20231555)"
309,10/03/17 12:30:54 AM,30.199,22.367,,,,
310,10/03/17 12:31:54 AM,30.174,22.481,,,,
311,10/03/17 12:32:54 AM,30.174,22.429,,,,
312,10/03/17 12:33:54 AM,30.174,22.377,,,,
313,10/03/17 12:34:54 AM,30.149,22.439,,,,
314,10/03/17 12:35:54 AM,30.149,22.542,,,,
315,10/03/17 12:36:54 AM,30.149,22.387,,,,
316,10/03/17 12:37:54 AM,30.149,22.542,,,,
317,10/03/17 12:38:54 AM,30.149,22.593,,,,
318,10/03/17 12:39:54 AM,30.149,22.593,,,,
319,10/03/17 12:40:54 AM,30.149,22.593,,,,
320,10/03/17 12:41:54 AM,30.174,22.584,,,,
321,10/03/17 12:42:54 AM,30.174,22.634,,,,
322,10/03/17 12:43:54 AM,30.174,22.634,,,,
323,10/03/17 12:44:54 AM,30.174,22.584,,,,
324,10/03/17 12:45:54 AM,30.174,22.634,,,,
325,10/03/17 12:46:54 AM,30.174,22.481,,,,
326,10/03/17 12:47:54 AM,30.174,22.634,,,,
327,10/03/17 12:48:54 AM,30.149,22.593,,,,
328,10/03/17 12:49:54 AM,30.149,22.693,,,,
329,10/03/17 12:50:54 AM,30.149,22.542,,,,
330,10/03/17 12:51:54 AM,30.123,22.753,,,,
331,10/03/17 12:52:54 AM,30.123,22.703,,,,
332,10/03/17 12:53:54 AM,30.123,22.703,,,,
333,10/03/17 12:54:54 AM,30.123,22.850,,,,
334,10/03/17 12:55:54 AM,30.149,22.792,,,,
335,10/03/17 12:56:54 AM,30.149,22.743,,,,
336,10/03/17 12:57:54 AM,30.174,22.733,,,,
337,10/03/17 12:58:54 AM,30.174,22.684,,,,
338,10/03/17 12:59:54 AM,30.174,22.684,,,,
339,10/03/17 01:00:54 AM,30.174,22.684,,,,
340,10/03/17 01:01:54 AM,30.174,22.684,,,,
341,10/03/17 01:02:54 AM,30.174,22.684,,,,
342,10/03/17 01:03:54 AM,30.174,22.634,,,,
343,10/03/17 01:04:54 AM,30.174,22.684,,,,
344,10/03/17 01:05:54 AM,30.174,22.830,,,,
345,10/03/17 01:06:54 AM,30.149,22.840,,,,
346,10/03/17 01:07:54 AM,30.149,22.840,,,,
347,10/03/17 01:08:54 AM,30.149,22.936,,,,
348,10/03/17 01:09:54 AM,30.149,22.840,,,,
349,10/03/17 01:10:54 AM,30.149,22.936,,,,
350,10/03/17 01:11:54 AM,30.149,22.888,,,,
351,10/03/17 01:12:54 AM,30.149,22.888,,,,
352,10/03/17 01:13:54 AM,30.174,22.878,,,,
353,10/03/17 01:14:54 AM,30.149,22.888,,,,
354,10/03/17 01:15:54 AM,30.174,22.830,,,,
355,10/03/17 01:16:54 AM,30.199,22.916,,,,
356,10/03/17 01:17:54 AM,30.199,22.772,,,,
357,10/03/17 01:18:54 AM,30.199,22.772,,,,
358,10/03/17 01:19:54 AM,30.174,22.782,,,,
359,10/03/17 01:20:54 AM,30.174,22.878,,,,
360,10/03/17 01:21:54 AM,30.149,22.936,,,,
361,10/03/17 01:22:54 AM,30.149,22.936,,,,
362,10/03/17 01:23:54 AM,30.123,22.945,,,,
363,10/03/17 01:24:54 AM,30.123,23.085,,,,
364,10/03/17 01:25:54 AM,30.123,22.992,,,,
365,10/03/17 01:26:54 AM,30.149,22.983,,,,
366,10/03/17 01:27:54 AM,30.149,23.075,,,,
367,10/03/17 01:28:54 AM,30.174,23.020,,,,
368,10/03/17 01:29:54 AM,30.174,22.973,,,,
369,10/03/17 01:30:54 AM,30.199,22.964,,,,
370,10/03/17 01:31:54 AM,30.199,23.010,,,,
371,10/03/17 01:32:54 AM,30.199,22.964,,,,
372,10/03/17 01:33:54 AM,30.174,23.020,,,,
373,10/03/17 01:34:54 AM,30.224,23.001,,,,
374,10/03/17 01:35:54 AM,30.199,23.056,,,,
375,10/03/17 01:36:54 AM,30.174,23.020,,,,
376,10/03/17 01:37:54 AM,30.174,23.020,,,,
377,10/03/17 01:38:54 AM,30.149,23.167,,,,
378,10/03/17 01:39:54 AM,30.149,23.075,,,,
379,10/03/17 01:40:54 AM,30.149,23.212,,,,
380,10/03/17 01:41:54 AM,30.149,23.167,,,,
381,10/03/17 01:42:54 AM,30.149,23.212,,,,
382,10/03/17 01:43:54 AM,30.174,23.202,,,,
383,10/03/17 01:44:54 AM,30.174,23.202,,,,
384,10/03/17 01:45:54 AM,30.174,23.202,,,,
385,10/03/17 01:46:54 AM,30.174,23.157,,,,
386,10/03/17 01:47:54 AM,30.174,23.157,,,,
387,10/03/17 01:48:54 AM,30.224,23.183,,,,
388,10/03/17 01:49:54 AM,30.199,23.237,,,,
389,10/03/17 01:50:54 AM,30.199,23.193,,,,
390,10/03/17 01:51:54 AM,30.174,23.247,,,,
391,10/03/17 01:52:54 AM,30.149,23.344,,,,
392,10/03/17 01:53:54 AM,30.123,23.266,,,,
393,10/03/17 01:54:54 AM,30.123,23.310,,,,
394,10/03/17 01:55:54 AM,30.123,23.310,,,,
395,10/03/17 01:56:54 AM,30.123,23.397,,,,
396,10/03/17 01:57:54 AM,30.149,23.388,,,,
397,10/03/17 01:58:54 AM,30.149,23.388,,,,
398,10/03/17 01:59:54 AM,30.199,23.326,,,,
399,10/03/17 02:00:54 AM,30.249,23.219,,,,
400,10/03/17 02:01:54 AM,30.300,23.200,,,,
401,10/03/17 02:02:54 AM,30.300,23.244,,,,
402,10/03/17 02:03:54 AM,30.275,23.254,,,,
403,10/03/17 02:04:54 AM,30.249,23.307,,,,
404,10/03/17 02:05:54 AM,30.224,23.228,,,,
405,10/03/17 02:06:54 AM,30.199,23.282,,,,
406,10/03/17 02:07:54 AM,30.199,23.369,,,,
407,10/03/17 02:08:54 AM,30.199,23.369,,,,
408,10/03/17 02:09:54 AM,30.199,23.455,,,,
409,10/03/17 02:10:54 AM,30.199,23.369,,,,
410,10/03/17 02:11:54 AM,30.199,23.369,,,,
411,10/03/17 02:12:54 AM,30.199,23.326,,,,
412,10/03/17 02:13:54 AM,30.174,23.464,,,,
413,10/03/17 02:14:54 AM,30.199,23.412,,,,
414,10/03/17 02:15:54 AM,30.174,23.549,,,,
415,10/03/17 02:16:54 AM,30.174,23.507,,,,
416,10/03/17 02:17:54 AM,30.174,23.590,,,,
417,10/03/17 02:18:54 AM,30.149,23.558,,,,
418,10/03/17 02:19:54 AM,30.149,23.516,,,,
419,10/03/17 02:20:54 AM,30.123,23.525,,,,
420,10/03/17 02:21:54 AM,30.123,23.650,,,,
421,10/03/17 02:22:54 AM,30.149,23.516,,,,
422,10/03/17 02:23:54 AM,30.149,23.600,,,,
423,10/03/17 02:24:54 AM,30.149,23.641,,,,
424,10/03/17 02:25:54 AM,30.149,23.641,,,,
425,10/03/17 02:26:54 AM,30.174,23.673,,,,
426,10/03/17 02:27:54 AM,30.174,23.713,,,,
427,10/03/17 02:28:54 AM,30.174,23.673,,,,
428,10/03/17 02:29:54 AM,30.224,23.613,,,,
429,10/03/17 02:30:54 AM,30.249,23.686,,,,
430,10/03/17 02:31:54 AM,30.249,23.604,,,,
431,10/03/17 02:32:54 AM,30.224,23.695,,,,
432,10/03/17 02:33:54 AM,30.199,23.664,,,,
433,10/03/17 02:34:54 AM,30.199,23.664,,,,
434,10/03/17 02:35:54 AM,30.174,23.673,,,,
435,10/03/17 02:36:54 AM,30.149,23.682,,,,
436,10/03/17 02:37:54 AM,30.149,23.763,,,,
437,10/03/17 02:38:54 AM,30.149,23.763,,,,
438,10/03/17 02:39:54 AM,30.123,23.891,,,,
439,10/03/17 02:40:54 AM,30.149,23.803,,,,
440,10/03/17 02:41:54 AM,30.149,23.763,,,,
441,10/03/17 02:42:54 AM,30.174,23.834,,,,
442,10/03/17 02:43:54 AM,30.174,23.873,,,,
443,10/03/17 02:44:54 AM,30.199,23.785,,,,
444,10/03/17 02:45:54 AM,30.199,23.785,,,,
445,10/03/17 02:46:54 AM,30.199,23.825,,,,
